"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES"
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-01-17",,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-01-18",,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-01-19",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-01-20",,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-01-21",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-01-22",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-01-23",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-01-24",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-01-25",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-01-26",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-01-27",,,,,,,"0.24",",,N","1.5",",,N","1.5",",,N",,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-01-28",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-01-29",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-01-30",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-01-31",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-02-01",,,,,,,"0.46",",,N","5.0",",,N","5.0",",,N",,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-02-02",,,,,,,"1.67",",,N","11.5",",,N","11.5",",,N",,,,,,,,,"1.7",",,N",,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-02-03",,,,,,,"0.25",",,N","1.3",",,N","1.3",",,N",,,,,,,,,"0.3",",,N","0.3",",,N"
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-02-04",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-02-05",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-02-06",,,,,,,"0.09",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-02-07",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-02-08",,,,,,,"0.30",",,N","5.0",",,N",,,,,,,,,,,,,"0.3",",,N"
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-02-09",,,,,,,"0.09",",,N","1.0",",,N",,,,,,,,,,,,,"0.1",",,N"
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-02-10",,,,,,,"0.04",",,N","0.0","T,,N",,,,,,,,,,,,,"0.0",",,N"
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-02-11",,,,,,,"0.10",",,N","1.2",",,N",,,,,,,,,,,,,"0.1",",,N"
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-02-12",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-02-13",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-02-14",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-02-15",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-02-16",,,,,,,"0.76",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-02-17",,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-02-18",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-02-19",,,,,,,"0.43",",,N","4.3",",,N",,,,,,,,,,,,,"0.4",",,N"
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-02-20",,,,,,,"0.09",",,N","0.0","T,,N",,,,,,,,,,,,,"0.1",",,N"
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-02-21",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-02-22",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-02-23",,,,,,,"0.46",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-02-24",,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-02-25",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-02-26",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-02-27",,,,,,,"0.09",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-02-28",,,,,,,"0.25",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-01",,,,,,,"0.46",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-02",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-03",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-04",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-05",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-06",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-07",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-08",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-09",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-10",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-11",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-12",,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-13",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-15",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-16",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-17",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-18",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-19",,,,,,,"0.88",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-20",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-21",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-22",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-23",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-24",,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-25",,,,,,,"0.56",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-26",,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-27",,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-28",,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-29",,,,,,,"0.58",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-30",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-03-31",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-04-01",,,,,,,"0.42",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-04-02",,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-04-06",,,"    4",",,N","0.00",",,N",,,,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-04-07",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-04-08",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-04-09",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-04-10",,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-04-11",,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-04-12",,,,,,,"0.39",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-04-13",,,,,,,"0.17",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-04-14",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-04-15",,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-04-16",,,,,,,"1.03",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-04-17",,,,,,,"0.09",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-04-18",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-04-19",,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-04-20",,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-04-21",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-04-22",,,,,,,"0.30",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-05-06",,,"   14",",,N","2.05",",,N",,,,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-05-07",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-05-09",,,"    2",",,N","0.09",",,N",,,,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-05-10",,,,,,,"0.89",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-05-11",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-05-12",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-05-13",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-05-18",,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-05-19",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-05-20",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-05-21",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-05-22",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-05-23",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-05-24",,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-05-25",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-05-26",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-05-27",,,,,,,"0.20",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-05-28",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-05-29",,,,,,,"1.58",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-05-31",,,,,,,"1.29",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-06-01",,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-06-02",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-06-03",,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-06-04",,,,,,,"0.29",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-06-07",,,"    3",",,N","0.15",",,N",,,,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-06-08",,,,,,,"0.32",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-06-11",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-06-12",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-06-14",,,,,,,"0.04",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-06-15",,,,,,,"0.10",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-06-16",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-06-17",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-06-18",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-06-19",,,,,,,"0.09",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-06-20",,,,,,,"1.32",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-06-21",,,,,,,"0.18",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-06-22",,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-06-23",,,,,,,"0.24",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-06-24",,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-06-25",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-06-26",,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-06-27",,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,
"US1NYWC0034","THORNWOOD 0.7 NW, NY US","41.120326","-73.776146","110.9","2021-06-28",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,
